ppm,intensity
12.0,3.185608773119708e-303
11.998166055351783,4.0039699563421606e-302
11.996332110703568,5.009397532122395e-301
11.994498166055351,6.238447158884989e-300
11.992664221407136,7.73328151726909e-299
11.990830276758919,9.542176725050776e-298
11.988996332110704,1.1719994475949186e-296
11.987162387462487,1.4328597207509772e-295
11.985328442814271,1.743718028234788e-294
11.983494498166054,2.1122492136272388e-293
11.98166055351784,2.5468910805105126e-292
11.979826608869622,3.056834342348089e-291
11.977992664221407,3.6519914424881187e-290
11.97615871957319,4.342940851749661e-289
11.974324774924975,5.140843628645032e-288
11.972490830276758,6.057329370554514e-287
11.970656885628543,7.104349208147798e-286
11.968822940980326,8.29399421342439e-285
11.96698899633211,9.638278504799979e-284
11.965155051683894,1.1148887438410899e-282
11.963321107035679,1.283689255329835e-281
11.961487162387462,1.4712436366556918e-280
11.959653217739247,1.6784391648157378e-279
11.95781927309103,1.9060001399119128e-278
11.955985328442814,2.1544507342296545e-277
11.954151383794597,2.424077624913637e-276
11.952317439146382,2.7148934782136132e-275
11.950483494498165,3.026602466047122e-274
11.94864954984995,3.3585690763640153e-273
11.946815605201733,3.709791521232537e-272
11.944981660553518,4.078881042670878e-271
11.943147715905301,4.464048362421789e-270
11.941313771257086,4.863098413052652e-269
11.939479826608869,5.273434324809492e-268
11.937645881960654,5.692071424911593e-267
11.935811937312437,6.1156617399673726e-266
11.933977992664222,6.54052918231091e-265
11.932144048016005,6.962715259736212e-264
11.93031010336779,7.378034784221836e-263
11.928476158719572,7.782140686098366e-262
11.926642214071357,8.170596677369842e-261
11.92480826942314,8.538956171382975e-260
11.922974324774925,8.882845567517048e-259
11.921140380126708,9.198049768183916e-258
11.919306435478493,9.480597619868763e-257
11.917472490830276,9.726844875427365e-256
11.91563854618206,9.933552263891916e-255
11.913804601533844,1.0097956335388342e-253
11.911970656885629,1.0217830916717933e-252
11.910136712237412,1.0291537268606136e-251
11.908302767589197,1.0318061364451962e-250
11.90646882294098,1.029703710588362e-249
11.904634878292764,1.0228754731439148e-248
11.902800933644547,1.0114154149116094e-247
11.900966988996332,9.954803406178006e-247
11.899133044348115,9.752862986333972e-246
11.8972990996999,9.511037069897797e-245
