ppm,intensity
12.0,1.4773055165307714e-196
11.998166055351783,2.3033106929230347e-195
11.996332110703568,3.561090525464753e-194
11.994498166055351,5.459612128978831e-193
11.992664221407136,8.300205631725719e-192
11.990830276758919,1.251307938156874e-190
11.988996332110704,1.8706297347928295e-189
11.987162387462487,2.7730631076577135e-188
11.985328442814271,4.0764297145895056e-187
11.983494498166054,5.942216215404124e-186
11.98166055351784,8.589447459638026e-185
11.979826608869622,1.2312047740042922e-183
11.977992664221407,1.7500225304920565e-182
11.97615871957319,2.4666371897106486e-181
11.974324774924975,3.447586695949603e-180
11.972490830276758,4.778299891117019e-179
11.970656885628543,6.567194756138274e-178
11.968822940980326,8.950239867498093e-177
11.96698899633211,1.2095887508939285e-175
11.965155051683894,1.621022674922333e-174
11.963321107035679,2.1542134160995103e-173
11.961487162387462,2.8388121063894184e-172
11.959653217739247,3.709649320293368e-171
11.95781927309103,4.8070357402920325e-170
11.955985328442814,6.176893752828122e-169
11.954151383794597,7.8706608200137775e-168
11.952317439146382,9.944902946036586e-167
11.950483494498165,1.246057796697091e-165
11.94864954984995,1.5481894749811404e-164
11.946815605201733,1.9074726531018732e-163
11.944981660553518,2.330455507266638e-162
11.943147715905301,2.8233947141624356e-161
11.941313771257086,3.3919595510155486e-160
11.939479826608869,4.0408992075698243e-159
11.937645881960654,4.7736838918668405e-158
11.935811937312437,5.592134163217518e-157
11.933977992664222,6.496056494502087e-156
11.932144048016005,7.482906007432699e-155
11.93031010336779,8.547499280393514e-154
11.928476158719572,9.68180077100097e-153
11.926642214071357,1.0874805451764952e-151
11.92480826942314,1.2112537560293488e-150
11.922974324774925,1.3378180870151194e-149
11.921140380126708,1.4652349712796308e-148
11.919306435478493,1.5913502395207835e-147
11.917472490830276,1.7138490101856114e-146
11.91563854618206,1.8303225403925928e-145
11.913804601533844,1.9383445792919536e-144
11.911970656885629,2.0355539903453074e-143
11.910136712237412,2.1197397980095267e-142
11.908302767589197,2.1889244255919149e-141
11.90646882294098,2.241440769660249e-140
11.904634878292764,2.2759989249776928e-139
11.902800933644547,2.2917388340166547e-138
11.900966988996332,2.288265861153251e-137
11.899133044348115,2.2656672374452712e-136
11.8972990996999,2.224508419129198e-135
11.895465155051683,2.165809572224415e-134
11.893631210403468,2.091003548375376e-133
11.891797265755251,2.0018777688149765e-132
11.889963321107036,1.9005033062662308e-131
11.888129376458819,1.7891550894225939e-130
11.886295431810604,1.6702275107110546e-129
11.884461487162387,1.5461497810864588e-128
11.882627542514172,1.4193051535423429e-127
11.880793597865955,1.291957662475299e-126
11.87895965321774,1.1661893480730983e-125
