ppm,intensity
12.0,1.8481488472706176e-140
11.998166055351783,1.2756978936462908e-139
11.996332110703568,8.754328084808675e-139
11.994498166055351,5.972578769305307e-138
11.992664221407136,4.0510260989099645e-137
11.990830276758919,2.7316954771056756e-136
11.988996332110704,1.8313173648310123e-135
11.987162387462487,1.2205597121063402e-134
11.985328442814271,8.087578992951312e-134
11.983494498166054,5.327729022080744e-133
11.98166055351784,3.48923168325726e-132
11.979826608869622,2.271860048609604e-131
11.977992664221407,1.4706097091010988e-130
11.97615871957319,9.464057512932033e-130
11.974324774924975,6.055101119324647e-129
11.972490830276758,3.851496583909369e-128
11.970656885628543,2.4355761982081006e-127
11.968822940980326,1.5312214805250564e-126
11.96698899633211,9.570582956695638e-126
11.965155051683894,5.947067373303513e-125
11.963321107035679,3.67393452750499e-124
11.961487162387462,2.2564413721844516e-123
11.959653217739247,1.3777828762739146e-122
11.95781927309103,8.363760712249111e-122
11.955985328442814,5.047618261088212e-121
11.954151383794597,3.0285552019422533e-120
11.952317439146382,1.8065441204676672e-119
11.950483494498165,1.0713360985508257e-118
11.94864954984995,6.3163617095811655e-118
11.946815605201733,3.702306189175856e-117
11.944981660553518,2.157455076436599e-116
11.943147715905301,1.2499000262384424e-115
11.941313771257086,7.199011716659553e-115
11.939479826608869,4.122252319537811e-114
11.937645881960654,2.346714999055751e-113
11.935811937312437,1.328159443874273e-112
11.933977992664222,7.473158056447399e-112
11.932144048016005,4.180442054679115e-111
11.93031010336779,2.3249003125068218e-110
11.928476158719572,1.2854362738379497e-109
11.926642214071357,7.065792083819992e-109
11.92480826942314,3.861315105489257e-108
11.922974324774925,2.097846567627818e-107
11.921140380126708,1.1331209954111244e-106
11.919306435478493,6.0847527975865385e-106
11.917472490830276,3.2484312438042065e-105
11.91563854618206,1.724124035479076e-104
11.913804601533844,9.097612212949616e-104
11.911970656885629,4.772549299001029e-103
11.910136712237412,2.4890723064536054e-102
11.908302767589197,1.2905911715193506e-101
11.90646882294098,6.652792138189579e-101
11.904634878292764,3.4094419966043915e-100
11.902800933644547,1.7371077015367416e-99
11.900966988996332,8.799019346100751e-99
11.899133044348115,4.4310422068528244e-98
11.8972990996999,2.2184088468574972e-97
11.895465155051683,1.1041838165796125e-96
11.893631210403468,5.4639316023021514e-96
11.891797265755251,2.6880244716082726e-95
11.889963321107036,1.31469578216317e-94
11.888129376458819,6.392657082986534e-94
11.886295431810604,3.090307065200954e-93
11.884461487162387,1.485203447104939e-92
11.882627542514172,7.096338929172051e-92
11.880793597865955,3.370907523136029e-91
11.87895965321774,1.5919279738996906e-90
11.877125708569523,7.474189037806379e-90
11.875291763921307,3.4887418004968665e-89
11.87345781927309,1.6189657723797912e-88
11.871623874624875,7.469139881321559e-88
11.869789929976658,3.4258441831802557e-87
11.867955985328443,1.5621714873838964e-86
11.866122040680226,7.081966938130798e-86
11.864288096032011,3.1918551215540114e-85
11.862454151383794,1.430199208823676e-84
11.860620206735579,6.371093576004817e-84
11.858786262087362,2.8216004876420668e-83
11.856952317439147,1.2423419407458478e-82
11.85511837279093,5.438145957949796e-82
11.853284428142715,2.366598908493498e-81
11.851450483494498,1.0239117986965647e-80
11.849616538846282,4.404174545229753e-80
11.847782594198065,1.8833480423346604e-79
11.84594864954985,8.00683234412993e-79
11.844114704901633,3.384191826345199e-78
11.842280760253418,1.4220448602022337e-77
11.840446815605201,5.940673842293624e-77
11.838612870956986,2.4673014208235197e-76
11.836778926308769,1.0187621374247304e-75
11.834944981660554,4.182033144124174e-75
11.833111037012337,1.7067355413023268e-74
11.831277092364122,6.924829450811943e-74
11.829443147715905,2.7932899486536208e-73
11.82760920306769,1.120178010022265e-72
11.825775258419473,4.466035332046481e-72
11.823941313771257,1.770195994470392e-71
11.82210736912304,6.975649330766123e-71
11.820273424474825,2.7328262101740466e-70
11.818439479826608,1.0643965929392995e-69
11.816605535178393,4.1215353074724623e-69
11.814771590530176,1.586640957403231e-68
11.812937645881961,6.072428147537983e-68
11.811103701233744,2.310522467097231e-67
11.809269756585529,8.740214568359824e-67
11.807435811937312,3.2869877122628955e-66
11.805601867289097,1.2289611497243971e-65
11.80376792264088,4.5681706059787934e-65
11.801933977992665,1.6881481741139914e-64
11.800100033344448,6.202159049316627e-64
11.798266088696233,2.2653709259166132e-63
11.796432144048016,8.226210777378523e-63
11.7945981993998,2.9697810465503698e-62
11.792764254751583,1.0658917892139023e-61
11.790930310103368,3.803346470042642e-61
11.789096365455151,1.3492199375432543e-60
11.787262420806936,4.758430143850685e-60
11.78542847615872,1.6684328545661303e-59
11.783594531510504,5.815912394096534e-59
11.781760586862287,2.015538351234635e-58
11.779926642214072,6.94429823072036e-58
11.778092697565855,2.378645646967981e-57
11.77625875291764,8.100190287980825e-57
11.774424808269423,2.7423619927850803e-56
11.772590863621208,9.230355516010265e-56
11.77075691897299,3.088703095945408e-55
11.768922974324775,1.0275382221082592e-54
11.767089029676558,3.3984735584964046e-54
11.765255085028343,1.1174649044155552e-53
11.763421140380126,3.6529857402573377e-53
11.761587195731911,1.187206180590965e-52
11.759753251083694,3.835909993742552e-52
11.757919306435479,1.2321817017803935e-51
11.756085361787262,3.935004101766425e-51
11.754251417139047,1.2493373135665225e-50
11.75241747249083,3.943467993110487e-50
11.750583527842615,1.237488058681027e-49
11.748749583194398,3.8607155146904964e-49
11.746915638546183,1.1974535402593663e-48
11.745081693897966,3.6924415660989764e-48
11.74324774924975,1.1319641626173776e-47
11.741413804601533,3.449973914098037e-47
11.739579859953318,1.045353150606612e-46
11.737745915305101,3.14901218510474e-46
11.735911970656886,9.430826110313328e-46
11.73407802600867,2.8079490334112766e-45
11.732244081360454,8.311756116553624e-45
11.730410136712237,2.446022513700172e-44
11.728576192064022,7.156360268379783e-44
11.726742247415805,2.081555664233006e-43
11.72490830276759,6.019327177439459e-43
11.723074358119373,1.7305014118222088e-42
11.721240413471158,4.9460676655824605e-42
11.71940646882294,1.4054397629490614e-41
11.717572524174726,3.9703473848626044e-41
11.715738579526509,1.1150872878317002e-40
11.713904634878293,3.113531831461231e-40
11.712070690230076,8.642946861296059e-40
11.710236745581861,2.385253067592299e-39
11.708402800933644,6.544420112680814e-39
11.706568856285429,1.7851387023272965e-38
11.704734911637212,4.841019680538092e-38
11.702900966988997,1.305166199511509e-37
11.70106702234078,3.49831470410708e-37
11.699233077692565,9.322148573409354e-37
11.697399133044348,2.469660482303424e-36
11.695565188396133,6.504629616332158e-36
11.693731243747916,1.7032248283872316e-35
11.6918972990997,4.4338957102750505e-35
11.690063354451484,1.1475273779735686e-34
11.688229409803268,2.952600746681046e-34
11.686395465155051,7.552843433589547e-34
11.684561520506836,1.9207919475756785e-33
11.68272757585862,4.856397849315711e-33
11.680893631210404,1.2207093674641834e-32
11.679059686562187,3.0505235624814907e-32
11.677225741913972,7.578802293958748e-32
11.675391797265755,1.8719354090300755e-31
11.67355785261754,4.596690129980811e-31
11.671723907969323,1.122182998299933e-30
11.669889963321108,2.7236182049763534e-30
11.66805601867289,6.571928950468552e-30
11.666222074024676,1.576534860134448e-29
11.664388129376459,3.7599180937692616e-29
11.662554184728243,8.914916460465327e-29
11.660720240080026,2.101455794749357e-28
11.658886295431811,4.924785587886369e-28
11.657052350783594,1.1474096102619066e-27
11.65521840613538,2.6577475490002833e-27
11.653384461487162,6.120304882303037e-27
11.651550516838947,1.4011882124911997e-26
11.64971657219073,3.189216341386574e-26
11.647882627542515,7.2166488494933e-26
11.646048682894298,1.6234961168192054e-25
11.644214738246083,3.6310399071250463e-25
11.642380793597866,8.073742189088542e-25
11.64054684894965,1.7847723129650157e-24
11.638712904301434,3.9224268250800896e-24
11.636878959653219,8.570200215907485e-24
11.635045015005002,1.8616205871075967e-23
11.633211070356786,4.0202722624380355e-23
11.63137712570857,8.631451716515737e-23
11.629543181060354,1.8423677075817687e-22
11.627709236412137,3.909604875960387e-22
11.625875291763922,8.248092255315623e-22
11.624041347115705,1.7299686760964737e-21
11.62220740246749,3.6073398273851626e-21
11.620373457819273,7.478249683446084e-21
11.618539513171058,1.5412637116146863e-20
11.61670556852284,3.1580429534914906e-20
11.614871623874626,6.433142915027094e-20
11.613037679226409,1.3028441097793224e-19
11.611203734578194,2.6231661266229875e-19
11.609369789929977,5.250772774663899e-19
11.607535845281761,1.0449240893030973e-18
11.605701900633544,2.0673325632489007e-18
11.60386795598533,4.0663058087771705e-18
11.602034011337112,7.951587014425251e-18
11.600200066688897,1.5458654191158297e-17
11.59836612204068,2.9878145368921476e-17
11.596532177392465,5.741160354442947e-17
11.594698232744248,1.0967554617537189e-16
11.592864288096031,2.0829748291740096e-16
11.591030343447816,3.9329853206519813e-16
11.5891963987996,7.382861417651341e-16
11.587362454151384,1.3778159083697682e-15
11.585528509503167,2.556358512371168e-15
11.583694564854952,4.715376925548671e-15
11.581860620206736,8.647193048021455e-15
11.58002667555852,1.57651454829229e-14
11.578192730910303,2.857491179035476e-14
11.576358786262087,5.149154244451515e-14
11.574524841613872,9.224673251660882e-14
11.572690896965655,1.6429720290242204e-13
11.570856952317438,2.909199036946236e-13
11.569023007669223,5.121306731455226e-13
11.567189063021006,8.962975888206985e-13
11.565355118372791,1.5595085343024692e-12
11.563521173724574,2.697660983987914e-12
11.561687229076359,4.639285218689667e-12
11.559853284428142,7.931929825115607e-12
11.558019339779927,1.3482509676986982e-11
11.55618539513171,2.2783828635187175e-11
11.554351450483495,3.8277781386893047e-11
11.552517505835278,6.393385583958981e-11
11.550683561187062,1.0616445254426624e-10
11.548849616538845,1.7526348340180156e-10
11.54701567189063,2.876522935463728e-10
11.545181727242413,4.693624374879357e-10
11.543347782594198,7.614000613346366e-10
11.541513837945981,1.2279525117188322e-09
11.539679893297766,1.9688576776163415e-09
11.537845948649549,3.138420722482564e-09
11.536012004001334,4.973614143032512e-09
11.534178059353117,7.836048284471792e-09
11.532344114704902,1.2274002428508171e-08
11.530510170056685,1.911346359985265e-08
11.52867622540847,2.9590797513965343e-08
11.526842280760253,4.5544719738878065e-08
11.525008336112037,6.96920894243645e-08
11.52317439146382,1.0602127528924792e-07
11.521340446815605,1.6034914552825038e-07
11.519506502167388,2.4110397113411937e-07
11.517672557519173,3.604177445036458e-07
11.515838612870956,5.356388302503888e-07
11.514004668222741,7.914109024466119e-07
11.512170723574524,1.1625083796783138e-06
11.510336778926309,1.6976737864073316e-06
11.508502834278092,2.4647704634527385e-06
11.506668889629877,3.55764661206045e-06
11.50483494498166,5.105205396183506e-06
11.503001000333445,7.283291968993328e-06
11.501167055685228,1.0330142393470209e-05
11.499333111037013,1.4566291048881138e-05
11.497499166388796,2.0420000393428618e-05
11.49566522174058,2.845945613161325e-05
11.493831277092363,3.943315573893257e-05
11.491997332444148,5.43200997867047e-05
11.490163387795931,7.439156095779112e-05
11.488329443147716,0.00010128633847397242
11.4864954984995,0.00013710148504223973
11.484661553851284,0.00018450049420260902
11.482827609203067,0.0002468408288696702
11.480993664554852,0.00032832242420859835
11.479159719906635,0.00043415837485155065
11.47732577525842,0.0005707683824554324
11.475491830610203,0.0007459946613842127
11.473657885961988,0.00096933884965699
11.47182394131377,0.0012522170300228788
11.469989996665555,0.0016082282261020305
11.468156052017338,0.002053429712941877
11.466322107369123,0.00260661020452387
11.464488162720906,0.0032895495141398883
11.462654218072691,0.004127250718715118
11.460820273424474,0.005148128319209305
11.458986328776259,0.006384133532524508
11.457152384128042,0.007870795862547604
11.455318439479827,0.009647158689977288
11.45348449483161,0.011755586019645778
11.451650550183395,0.014241417960507086
11.449816605535178,0.01715245420653014
11.447982660886963,0.020538247924795142
11.446148716238746,0.0244491971792361
11.44431477159053,0.028935427391675074
11.442480826942313,0.0340454663433328
11.440646882294098,0.03982472271755621
11.438812937645881,0.0463137899269044
11.436978992997666,0.05354660857555714
11.43514504834945,0.061548532880522575
11.433311103701234,0.07033435809801851
11.431477159053017,0.07990637677533143
11.429643214404802,0.09025254071646308
11.427809269756585,0.1013448121472833
11.42597532510837,0.11313779096334757
11.424141380460153,0.12556770451044555
11.422307435811938,0.13855184159948336
11.42047349116372,0.15198850311670384
11.418639546515506,0.16575752762252932
11.416805601867289,0.1797214319871319
11.414971657219073,0.1937271849253998
11.413137712570856,0.2076086061005516
11.411303767922641,0.2211893563521326
11.409469823274424,0.2342864568793188
11.407635878626209,0.24671424832262462
11.405801933977992,0.2582886761536199
11.403967989329777,0.26883176808084697
11.40213404468156,0.27817615366283627
11.400300100033345,0.2861694671027884
11.398466155385128,0.2926784720923159
11.396632210736913,0.2975927529934526
11.394798266088696,0.30082782959701754
11.39296432144048,0.3023275727223262
11.391130376792264,0.30206582415523614
11.389296432144048,0.3000471556001211
11.387462487495831,0.2963067358811855
11.385628542847616,0.29090931178927115
11.3837945981994,0.2839473438508947
11.381960653551184,0.27553837203370113
11.380126708902967,0.2658217162689326
11.378292764254752,0.2549546411848499
11.376458819606535,0.2431081324545661
11.37462487495832,0.23046244291936846
11.372790930310103,0.2172025698379786
11.370956985661888,0.2035138203633117
11.36912304101367,0.18957761120307845
11.367289096365456,0.17556763129229758
11.365455151717239,0.16164647439322688
11.363621207069023,0.14796282324857066
11.361787262420806,0.13464923975140888
11.359953317772591,0.12182058807613655
